filename,width,height,class,xmin,ymin,xmax,ymax
frame10310.jpg,540,360,trolley,-3,71,157,222
frame10310.jpg,540,360,person,291,122,320,187
frame10310.jpg,540,360,person,316,124,346,201
frame10310.jpg,540,360,person,339,127,367,192
frame10310.jpg,540,360,person,444,128,476,184
frame10310.jpg,540,360,person,503,119,530,184
frame10310.jpg,540,360,car,220,102,323,168
frame10310.jpg,540,360,car,357,111,458,172
frame12275.jpg,540,360,carriage,127,104,487,315
frame12275.jpg,540,360,person,3,131,41,245
frame10304.jpg,540,360,trolley,1,68,159,225
frame10304.jpg,540,360,person,340,127,358,193
frame10304.jpg,540,360,person,317,129,340,190
frame10304.jpg,540,360,person,291,121,316,188
frame10304.jpg,540,360,person,454,125,485,182
frame10304.jpg,540,360,person,513,121,534,180
frame10304.jpg,540,360,car,360,118,454,173
frame10304.jpg,540,360,car,217,108,314,169
frame10304.jpg,540,360,person,144,131,163,176
frame18003.jpg,540,360,car,183,85,508,348
frame15719.jpg,540,360,carriage,76,123,152,184
frame15719.jpg,540,360,carriage,15,101,83,221
frame15719.jpg,540,360,carriage,179,105,268,217
frame15719.jpg,540,360,carriage,260,117,313,163
frame15719.jpg,540,360,carriage,340,119,389,171
frame15719.jpg,540,360,carriage,406,129,455,177
frame15719.jpg,540,360,carriage,472,84,545,216
frame15719.jpg,540,360,trolley,122,98,184,167
frame18229.jpg,540,360,car,430,134,554,266
frame18229.jpg,540,360,car,307,141,355,191
frame18229.jpg,540,360,trolley,-2,44,137,289
frame18229.jpg,540,360,carriage,215,127,250,166
frame18229.jpg,540,360,carriage,372,123,469,200
frame18229.jpg,540,360,horse,266,123,330,178
frame18229.jpg,540,360,trolley,187,117,217,149
